,str_player_name,str_positions,dt_date_of_birth,int_best_overall_rating,age,new_column,new_column_plus
9049,Reza Asadi,"CDM, CM",1996-01-17,69,25,1,6
9050,Zlatan Alomerović,GK,1991-06-15,66,30,1,6
9051,Estevão Danilo Rios Chiamulera,CAM,1992-02-29,66,29,1,6
9052,Mart Lieder,ST,1990-05-01,66,31,1,6
9053,Stefan Lex,"CAM, ST, RM",1989-11-27,68,31,1,6
9054,Mattia Finotto,ST,1992-12-28,67,28,1,6
9055,Luis Perea Hernández,"CDM, CM",1997-08-25,68,23,1,6
9056,Daniel Ricardo Febles Argüelles,"ST, RM",1991-02-08,66,30,1,6
9057,심상민 沈相民,LB,1993-05-21,67,28,1,6
9058,島川 俊郎,"CDM, CM, CB",1990-05-28,66,31,1,6
9059,Marc McNulty,ST,1992-09-14,66,28,1,6
9060,小林 祐希,"CM, CDM",1988-10-18,67,32,1,6
9061,Walter David Clar Fritz,LWB,1994-09-27,66,26,1,6
9062,Michaël Pereira,"LW, RW",1987-12-08,66,33,1,6
9063,Bart Vriends,CB,1991-05-09,66,30,1,6
9064,Niklas Sandberg,RW,1995-05-18,68,26,1,6
9065,Jake Mulraney,"LM, LWB",1996-04-05,67,25,1,6
9066,Scott Pittman,"CAM, CM",1992-07-09,67,29,1,6
9067,Tomás do Lago Pontes Esteves,"RB, RWB",2002-04-03,67,19,1,6
9068,Nikola Gulan,LB,1989-03-23,66,32,1,6
9069,Robert Lundström,RB,1989-11-01,66,31,1,6
9070,Liam Boyce,ST,1991-04-08,66,30,1,6
9071,Macauley Miles Bonne,ST,1995-10-26,68,25,1,6
9072,Rodrigo Javier Salinas,ST,1986-07-04,66,35,1,6
9073,Salvatore Esposito,CM,2000-10-07,68,20,1,6
9074,Jonathan Toledo Paragarino,"CB, RB",1996-01-10,68,25,1,6
9075,Joshua Gerardus Petrus Wilhelmus Smits,GK,1992-11-06,66,28,1,6
9076,Muammer Zülfikar Yıldırım,GK,1990-09-14,66,30,1,6
9077,Gary Madine,ST,1990-08-24,66,30,1,6
9078,Ryan Allsop,GK,1992-06-17,66,29,1,6
9079,Lucas Nahuel Rodríguez,LB,1993-09-27,66,27,1,6
9080,Hugo André Rodrigues Seco,"RW, LW",1988-06-17,66,33,1,6
9081,Jefferson José Gómez Genes,CB,1996-06-22,68,25,1,6
9082,Lukas Daschner,"CAM, LM, RM",1998-10-01,68,22,1,6
9083,Sylla Sow,"LW, RW",1996-08-08,67,25,1,6
9084,Jesús Manuel Medina Maldonado,"RW, CAM",1997-04-30,68,24,1,6
9085,Ibrahim Chenihi,"RM, LM",1990-01-24,66,31,1,6
9086,Sean McConville,LM,1989-03-06,66,32,1,6
9087,Bojan Letić,"LB, LM",1992-12-21,66,28,1,6
9088,Gaspar Emmanuel Iñíguez,"CM, CDM",1994-03-26,69,27,1,6
9089,Damien Dussaut,"RB, LB",1994-11-08,66,26,1,6
9090,Lander Olaetxea Ibaibarriaga,"CAM, ST",1993-04-12,67,28,1,6
9091,Tobias Schwede,"LM, LWB",1994-03-17,66,27,1,6
9092,Makana Rudi Baku,"LM, LW, RW",1998-04-08,67,23,1,6
9093,Andreas Landgren,"CDM, RB",1989-03-17,66,32,1,6
9094,Marcel Ziegl,"CDM, CM",1992-12-20,68,28,1,6
9095,Tortol Lumanza Lembi,"CM, CDM",1994-04-13,68,27,1,6
9096,Scott McMann,"LB, LWB",1996-07-09,66,25,1,6
9097,Mehmet Murat Uçar,"RM, LM",1991-08-01,66,30,1,6
9098,Milan Dimun,"CDM, CM",1996-09-19,67,24,1,6
9099,Matthew Olosunde,RB,1998-03-07,66,23,1,6
9100,Xavier Ricardo Arreaga Bermello,CB,1994-09-28,68,26,1,6
9101,Mario Humberto De Luna Saucedo,CB,1988-01-05,66,33,1,6
9102,Carlos Antonio Melgar Vargas,CAM,1994-04-11,69,27,1,6
9103,Max O’Leary,GK,1996-10-10,66,24,1,6
9104,Christophe Psyché,CB,1988-07-28,66,33,1,6
9105,Miro Max Maria Muheim,"LB, LM",1998-03-24,66,23,1,6
9106,Gonçalo Matias Ramos,CF,2001-06-20,67,20,1,6
9107,Juan Ignacio Sánchez Sotelo,ST,1987-10-02,66,33,1,6
9108,Antonio Mlinar Delamea,CB,1991-06-10,67,30,1,6
9109,Manuel Farrona Pulido,"LW, RW",1993-05-01,66,28,1,6
9110,Matías Gabriel Pardo,"CAM, ST, RW",1995-07-04,69,26,1,6
9111,Jonathan Grounds,LB,1988-02-27,66,33,1,6
9112,Frederico Luis Rendel Barreto,CAM,2000-02-29,67,21,1,6
9113,Niccolò Manfredini,GK,1988-05-01,66,33,1,6
9114,Gregory Leigh,"LB, CDM",1994-09-30,66,26,1,6
9115,Tom Boere,ST,1992-11-24,67,28,1,6
9116,Nicolás Alexander Maturana Caneo,"RW, RM",1993-07-08,66,28,1,6
9117,Bentley Baxter Bahn,"CAM, CM",1992-08-28,68,28,1,6
9118,Morgan Poaty,"LB, LWB",1997-07-15,66,24,1,6
9119,Nikola Jambor,"CM, CDM",1995-09-25,69,25,1,6
9120,Anderson Rafael Ordóñez Valdéz,CB,1994-01-29,68,27,1,6
9121,Daniel Cerântula Fuzato,GK,1997-07-04,66,24,1,6
9122,Sam McCallum,"LWB, LB",2000-09-02,66,20,1,6
9123,Germán Paulo da Silveira,CB,2000-02-29,66,21,1,6
9124,Alan Lithgow,CB,1988-03-12,66,33,1,6
9125,Moussa Sylla,ST,1999-11-25,68,21,1,6
9126,Gabriel Nascimento Resende Brazão,GK,2000-10-05,66,20,1,6
9127,Arild Østbø,GK,1991-04-19,66,30,1,6
9128,Joseph Mills,"LWB, LB",1989-10-30,66,31,1,6
9129,Russell Teibert,"CM, CDM",1992-12-22,67,28,1,6
9130,Abdullah Mohammed Madu,CB,1993-07-15,68,28,1,6
9131,小塚 和季,"CF, CAM",1994-08-02,69,27,1,6
9132,Alex Charles Doneiro Gomes,"CAM, ST",2000-02-29,68,21,1,6
9133,Ștefan Marinel Vlădoiu,RB,1998-12-28,66,22,1,6
9134,Pablo Cesar Cifuentes Cortez,CB,1988-04-17,66,33,1,6
9135,Jorge Raúl Zules Caicedo,CB,1991-02-14,67,30,1,6
9136,Paddy Miquel Nelom,LB,1990-09-22,66,30,1,6
9137,Ruben Kristiansen,LB,1988-02-20,66,33,1,6
9138,Rodrigo Andrés Ureña Reyes,"CDM, CM, RB",1993-03-01,68,28,1,6
9139,谢鹏飞,"RM, LM, RW",1993-06-29,66,28,1,6
9140,Ricardo Miguel Martins Alves,CB,1991-05-09,66,30,1,6
9141,Dean Furman,"CM, CDM",1988-06-22,68,33,1,6
9142,Troy Parrott,ST,2002-02-04,68,19,1,6
9143,Lucas Silva Melo,"CB, RB",1999-07-04,68,22,1,6
9144,Cristhian Jesús Flores Ramírez,GK,1990-09-06,66,30,1,6
9145,Mohammed Abu,"CDM, CM",1991-11-14,66,29,1,6
9146,Marcin Listkowski,"CAM, CM, RM",1998-02-10,68,23,1,6
9147,Adão Douglas Morrinhos Paes,"ST, CF",1992-02-29,66,29,1,6
9148,Ethan Laird,RB,2001-08-05,67,20,1,6
9149,Janner Hitcler Corozo Alman,"LW, LM",1995-08-09,69,26,1,6
9150,박종우 朴钟佑,"CM, CDM",1989-03-10,67,32,1,6
9151,Marcos Danilo Ureña Porras,ST,1990-03-05,68,31,1,6
9152,Ayman Ben Mohamed,"LB, LM",1994-12-08,66,26,1,6
9153,丸山 祐市,CB,1989-06-16,67,32,1,6
9154,Diego Alejandro Sosa,LB,1997-07-28,66,24,1,6
9155,Abel Ntuthuko Mabaso,"RB, CDM, RM",1991-05-15,66,30,1,6
9156,Daniel-Kofi Kyereh,"ST, RM, CAM",1996-03-08,68,25,1,6
9157,Igor Zlatanović,ST,1998-02-10,68,23,1,6
9158,Petrus Boumal Mayega,CDM,1993-04-20,67,28,1,6
9159,Kenneth Dougall,"CDM, CM",1993-05-07,68,28,1,6
9160,Niklas Hauptmann,CM,1996-06-27,70,25,1,6
9161,Roberto Olabe Del Arco,"CM, RM, CDM",1996-05-05,69,25,1,6
9162,Paseka Matsobane Mako,"LB, LM, LW",1994-04-01,66,27,1,6
9163,Pavel Maslov,"RB, CM, LB",2000-04-14,66,21,1,6
9164,Sven Köhler,CDM,1996-11-08,67,24,1,6
9165,Wojciech Golla,CB,1992-01-12,68,29,1,6
9166,Michal Sipľak,LB,1996-02-02,67,25,1,6
9167,Jordan Cousins,"CDM, CM",1994-03-06,67,27,1,6
9168,Denis Emanuel Rodríguez,"CM, CDM, RM",1996-03-21,68,25,1,6
9169,고승범 高承范,"CDM, RM",1994-04-24,67,27,1,6
9170,David Forniés Aquilino,"LB, CB",1991-02-06,66,30,1,6
9171,Lennart Moser,GK,1999-12-06,66,21,1,6
9172,Makhtar Gueye,"ST, LW",1997-12-04,68,23,1,6
9173,John Anderson Fajardo Pinchi,CB,1989-02-24,66,32,1,6
9174,Rudy Camacho,CB,1991-03-05,66,30,1,6
9175,Facundo Altamirano,GK,1996-03-21,66,25,1,6
9176,Gastón Gómez,GK,1996-03-04,66,25,1,6
9177,Cristian Ariel Colmán Ortíz,ST,1994-02-26,68,27,1,6
9178,Javier Alván Salas Salazar,"CM, CDM",1993-08-20,67,28,1,6
9179,Dylan Louiserre,"CDM, CM",1995-02-02,68,26,1,6
9180,Romario Florin Moise,"CAM, CM, RW",1995-09-21,68,25,1,6
9181,Jack Colback,"CDM, CM",1989-10-24,66,31,1,6
9182,Tim Kister,CB,1986-12-30,66,34,1,6
9183,木热合买提江·莫扎帕,"CM, CDM",1991-01-14,66,30,1,6
9184,Nik Omladič,"RM, LM, CM",1989-08-21,66,32,1,6
9185,中山 雄太,"CB, CDM",1997-02-16,68,24,1,6
9186,Alan Judge,"CAM, LM",1988-11-11,66,32,1,6
9187,Jakub Słowik,GK,1991-08-31,66,29,1,6
9188,Michaël Heylen,CB,1994-01-03,68,27,1,6
9189,Michael Huber,CB,1990-01-14,66,31,1,6
9190,Julien Serrano,LB,1998-02-13,66,23,1,6
9191,Ryan Giles,"LWB, LW",2000-01-26,66,21,1,6
9192,Ufuk Akyol,"CM, CDM",1997-08-27,70,23,1,6
9193,Callum Johnson,RB,1996-10-23,67,24,1,6
9194,Abdullah Al Khaibari,CDM,1996-08-16,67,25,1,6
9195,Tim Boss,GK,1993-06-28,66,28,1,6
9196,Roberto López Alcaide,"CAM, CM",2000-04-24,68,21,1,6
9197,Zié Mohamed Ouattara,RB,2000-01-09,66,21,1,6
9198,Dimitri Mohamed,"CM, CDM, LM",1989-06-10,68,32,1,6
9199,Stian Rode Gregersen,CB,1995-05-17,68,26,1,6
9200,Serge Tabekou,RM,1996-10-15,68,24,1,6
9201,Lasse Vibe,ST,1987-02-22,67,34,1,6
9202,Fredrik Oldrup Jensen,"CDM, CM",1993-05-18,66,28,1,6
9203,Hassan Kadish,LB,1992-09-26,66,28,1,6
9204,吉野 恭平,CB,1994-11-08,68,26,1,6
9205,Ionuț Justinian Larie,CB,1987-01-16,66,34,1,6
9206,Danilo Arboleda Hurtado,CB,1995-05-16,68,26,1,6
9207,Fabian Kalig,"CB, RB",1993-03-28,68,28,1,6
9208,尹鸿博,"LM, RM",1989-10-30,66,31,1,6
9209,Scott Jamieson,LB,1988-10-13,66,32,1,6
9210,Ferdinand Oswald,GK,1990-10-05,66,30,1,6
9211,吴兴涵,"LM, LW",1993-02-24,66,28,1,6
9212,Dominique Badji,"ST, LM",1992-10-16,66,28,1,6
9213,Ntsikelelo Nyauza,"CB, RB, CDM",1990-05-10,66,31,1,6
9214,Prosper Mendy,LB,1996-06-07,66,25,1,6
9215,Walter Leodán Chalá Vásquez,"ST, CF, LM",1992-02-24,66,29,1,6
9216,Sérgio Romeo Marakis,CDM,1991-11-11,68,29,1,6
9217,王上源,"CB, CDM, CM",1993-06-02,68,28,1,6
9218,Mairon Jair Quiñónes Cabezas,LB,1996-04-20,66,25,1,6
9219,Nils Fröling,"CF, ST",2000-04-20,68,21,1,6
9220,Sascha Mölders,ST,1985-03-20,66,36,1,6
9221,Luis Geovanny Segovia Vega,"CB, LB",1997-10-26,68,23,1,6
9222,Bilel Saidani,CDM,1993-06-29,68,28,1,6
9223,金敬道,"RM, LM",1992-01-18,67,29,1,6
9224,Eric Anders Smith,"CDM, CB",1997-01-08,67,24,1,6
9225,Marian Pleașcă,RB,1990-02-06,66,31,1,6
9226,Kristoffer Lie Løkberg,CM,1992-01-22,66,29,1,6
9227,Jordan Shipley,"CM, CAM",1997-09-26,68,23,1,6
9228,Maxime D'Arpino,"CDM, CM",1996-06-17,68,25,1,6
9229,Paweł Cibicki,"ST, LM",1994-01-09,70,27,1,6
9230,Gaëtan Karlen,"ST, CF",1993-06-07,67,28,1,6
9231,Kayden Jackson,ST,1994-02-22,68,27,1,6
9232,Roland Csaba Niczuly,GK,1995-09-21,66,25,1,6
9233,Delano Burgzorg,LM,1998-11-07,67,22,1,6
9234,Daniël van Kaam,"CM, LM",2000-06-23,68,21,1,6
9235,Adolph Joseph DeLaGarza,RB,1987-11-04,66,33,1,6
9236,Abdullah Durak,CDM,1987-04-01,67,34,1,6
9237,Tim Coremans,GK,1991-04-10,66,30,1,6
9238,Victor Wernersson,LB,1995-07-06,67,26,1,6
9239,Neftali Benedict Manzambi,ST,1997-04-23,68,24,1,6
9240,Carlos Miguel Coronel,GK,1996-12-29,66,24,1,6
9241,渡 大生,"ST, CF",1993-06-25,66,28,1,6
9242,Rodrigo Riquelme Reche,"RM, LM",2000-04-02,68,21,1,6
9243,Pa Momodou Konate,LB,1994-04-25,67,27,1,6
9244,Aaron Tshibola,"CM, CDM",1995-01-02,69,26,1,6
9245,Dave Gnaase,"CDM, CM",1996-12-14,67,24,1,6
9246,Lucas de Souza Cunha,CB,1997-01-23,68,24,1,6
9247,後藤 優介,"CAM, ST, CM",1993-04-23,68,28,1,6
9248,Loïc Nestor,CB,1989-05-20,66,32,1,6
9249,Nicolás Melamed Ribaudo,"CAM, CM, LM",2001-04-11,68,20,1,6
9250,Per Frick,ST,1992-04-14,66,29,1,6
9251,Jonas Carls,LB,1997-03-25,66,24,1,6
9252,Juan Manuel Sanabria Magole,"RM, LM, CM",2000-03-29,67,21,1,6
9253,Pierre Kalulu Kyatengwa,"RB, CB",2000-06-05,67,21,1,6
9254,Andy Keogh,ST,1986-05-16,66,35,1,6
9255,이영재 李荣载,"CM, LM",1994-09-13,68,26,1,6
9256,David Carmona Sierra,"RB, RWB",1997-01-11,66,24,1,6
9257,Leo Weinkauf,GK,1996-07-07,66,25,1,6
9258,Juan Fernández Blanco,CB,1995-08-17,68,26,1,6
9259,Marvin Loría,"RM, LM, CAM",1997-04-24,67,24,1,6
9260,Tommy Oar,"LM, CAM",1991-12-10,66,29,1,6
9261,Pedro Henrique Alves de Almeida,ST,1996-11-08,68,24,1,6
9262,Maximilian Welzmüller,"CDM, CM",1990-01-10,66,31,1,6
9263,Dimitri Lavalée,"CB, LB",1997-01-13,68,24,1,6
9264,Maic Sema,"RW, ST",1988-12-02,66,32,1,6
9265,Murat Akça,CB,1990-07-13,66,31,1,6
9266,清水 航平,"LM, RB, CB",1989-04-30,66,32,1,6
9267,Daniel Alexander Quiñones Navarro,RB,1999-04-07,67,22,1,6
9268,野村 直輝,"CAM, LM",1991-04-17,67,30,1,6
9269,Erik Friberg,"CM, CDM",1986-02-10,66,35,1,6
9270,Abdulyussuf Adedeji Adeniyi Oshilaja,"CB, RB",1993-02-26,68,28,1,6
9271,山本 脩斗,LB,1985-06-01,66,36,1,6
9272,Leonardo José Flores Soto,"LM, CM, CDM",1995-08-04,67,26,1,6
9273,José Andrés Martínez Torres,"CDM, RB",1994-08-07,67,27,1,6
9274,Luan Leite da Silva,CB,1996-05-31,68,25,1,6
9275,Rustamzhon Ashurmatov,CB,1996-07-07,68,25,1,6
9276,Tomás Pablo Asta-Buruaga Montoya,CB,1996-10-11,68,24,1,6
9277,Karim Azamoum,"CDM, CM",1990-01-17,66,31,1,6
9278,Fabian Paul Menig,"RB, RWB, RM",1994-02-26,68,27,1,6
9279,Néstor Vicente Vidrio Serrano,"RB, CB",1989-03-22,67,32,1,6
9280,Guillermo Gabriel De Los Santos Viana,CB,1991-02-15,67,30,1,6
9281,Ricardo Enrique Salcedo Smith,CDM,1990-03-23,66,31,1,6
9282,Jordan Rossiter,"CDM, CM",1997-03-24,67,24,1,6
9283,Luis Gerardo Chávez Magallón,"CM, RM",1996-01-15,68,25,1,6
9284,Christian Rivera Hernández,"CM, CDM",1997-07-09,70,24,1,6
9285,Alimami Gory,"ST, LW, RW",1996-08-30,68,24,1,6
9286,Lassana Faye,LB,1998-06-15,66,23,1,6
9287,Andrei Radu,LB,1996-06-21,66,25,1,6
9288,김성환 金城焕,"CM, CDM",1986-12-15,66,34,1,6
9289,Jens Odgaard,ST,1999-03-31,68,22,1,6
9290,Moreto Moro Cassamá,CDM,1998-02-16,69,23,1,6
9291,Timothé Cognat,"CM, CDM, LM",1998-01-25,70,23,1,6
9292,Gavin Whyte,RM,1996-01-31,67,25,1,6
9293,Farouk Chafaï,CB,1990-06-23,66,31,1,6
9294,Carlos Gregorio Rivero González,"CB, RB",1992-11-27,66,28,1,6
9295,Aristote Nkaka Bazunga,"CDM, CM",1996-03-27,68,25,1,6
9296,Charles Nathan Abi,"ST, LW",2000-04-12,68,21,1,6
9297,髙丘 陽平,GK,1996-03-16,66,25,1,6
9298,Adriano Duarte Castanheira,"RW, LW",1993-04-07,66,28,1,6
9299,Jorn Brondeel,GK,1993-09-07,66,27,1,6
9300,Federico Pérez Silvera,"CB, LB",1986-01-23,66,35,1,6
9301,Erce Kardeşler,GK,1994-03-14,66,27,1,6
9302,Marcos Andrés López Cabrera,RB,1993-02-04,66,28,1,6
9303,Ahmed Issa Koro Koné,ST,1989-07-05,66,32,1,6
9304,Alexis Francisco Peña López,CB,1996-01-13,68,25,1,6
9305,Peter Kurzweg,"LB, RB, LM",1994-02-10,67,27,1,6
9306,Patrick Sontheimer,"CM, CDM",1998-07-03,68,23,1,6
9307,Bogdan Milovanov,RB,1998-04-19,66,23,1,6
9308,Yankouba Jarju,ST,1996-08-20,68,25,1,6
9309,Ibou Touray,"LB, LWB",1994-07-24,67,27,1,6
9310,Abner Felipe Souza de Almeida,LB,1996-05-30,67,25,1,6
9311,Marlon Hairston,"RB, RWB, RM",1994-03-23,67,27,1,6
9312,Pierre Bourdin,"CB, LB, LWB",1994-01-06,68,27,1,6
9313,Szilveszter Hangya,LB,1994-01-02,66,27,1,6
9314,Aboubakary Koita,"LM, ST",1998-09-20,67,22,1,6
9315,David Worrall,"RM, LM",1990-06-12,66,31,1,6
9316,Ivan Kecojević,CB,1988-04-10,66,33,1,6
9317,Nikita Haikin,GK,1995-07-11,66,26,1,6
9318,Imad Khalili,"RW, ST, CAM",1987-04-03,66,34,1,6
9319,Jakub Żubrowski,"CDM, CM",1992-03-21,66,29,1,6
9320,Simon Strand,LB,1993-05-25,66,28,1,6
9321,Dirk Abels,RB,1997-06-13,67,24,1,6
9322,Georgiy Zhukov,"CM, CDM",1994-11-19,70,26,1,6
9323,Jair Torrico Camacho,LB,1986-08-02,66,35,1,6
9324,宇賀神 友弥,"LM, LB, RM",1988-03-23,66,33,1,6
9325,都仓 贤,"ST, RW",1986-06-16,66,35,1,6
9326,Gustavo Orlando Cortez Quiñónez,LB,1997-10-11,66,23,1,6
9327,Eduardo Enrique Fereira Peñaranda,RB,2000-09-29,66,20,1,6
9328,Nico Antonitsch,"CB, RB",1991-09-30,67,29,1,6
9329,Luca Zinedine Zidane,GK,1998-05-13,66,23,1,6
9330,Jorge Filipe Oliveira Fernandes,CB,1997-04-02,68,24,1,6
9331,Murray Davidson,CM,1988-03-07,67,33,1,6
9332,Gwion Edwards,"RW, RWB, RM",1993-03-01,66,28,1,6
9333,Adam Lundqvist,"LB, RB",1994-03-20,66,27,1,6
9334,青木 拓矢,"CM, CDM",1989-09-16,67,31,1,6
9335,Djordje Mihailovic,"CAM, CM, CDM",1998-11-10,68,22,1,6
9336,Salih Dursun,"CB, RB",1991-07-12,67,30,1,6
9337,André Campos Moreira,GK,1995-12-02,66,25,1,6
9338,Luka Adžić,"LW, CAM, LM",1998-09-17,67,22,1,6
9339,Petrișor Ionuț Petrescu,RM,1993-06-29,66,28,1,6
9340,Ivan Franjić,RWB,1987-09-10,66,33,1,6
9341,John Ogochukwu Ogu,"CB, CDM",1988-04-20,66,33,1,6
9342,José Ignacio Pallas Martínez,CB,1983-01-05,66,38,1,6
9343,Raphael Rossi Branco,CB,1990-07-25,66,31,1,6
9344,Andrés Felipe Román Mosquera,RB,1995-10-05,66,25,1,6
9345,Diego Martín Valencia Morello,ST,2000-01-14,68,21,1,6
9346,William Rémy,CB,1991-04-04,66,30,1,6
9347,Josh Williams,CB,1988-04-18,66,33,1,6
9348,Stipe Vučur,CB,1992-05-22,66,29,1,6
9349,Ramazan Civelek,RM,1996-01-22,67,25,1,6
9350,石原 直樹,"ST, CF, RW",1984-08-14,66,37,1,6
9351,Andi Avdi Zeqiri,"LW, ST",1999-06-22,69,22,1,6
9352,Mickaël Facchinetti,LWB,1991-02-15,66,30,1,6
9353,Aleksandar Ignjovski,"CDM, RB, LB",1991-01-27,66,30,1,6
9354,Curtis Edwards,CM,1994-01-12,68,27,1,6
9355,Tom Beugelsdijk,CB,1990-08-07,66,31,1,6
9356,Jordan Willis,CB,1994-08-24,68,26,1,6
9357,Elliott Lee,"CAM, ST",1994-12-16,68,26,1,6
9358,Kyle Lafferty,ST,1987-09-16,66,33,1,6
9359,初瀬 亮,"LB, RB, LM",1997-07-10,66,24,1,6
9360,中野 嘉大,"LM, RM, CM",1993-02-24,66,28,1,6
9361,Jasmin Fejzić,GK,1986-05-15,66,35,1,6
9362,Léo Schwechlen,"LB, CB",1989-06-05,66,32,1,6
9363,髙澤 優也,"ST, CF",1997-02-19,68,24,1,6
9364,Lucas Hufnagel,"CAM, CM, CDM",1994-01-29,69,27,1,6
9365,Mario Pablo Risso Caffaro,CB,1988-01-31,66,33,1,6
9366,Quentin Daubin,"CDM, CM",1995-07-03,67,26,1,6
9367,Max Svensson,LM,1998-06-19,67,23,1,6
9368,Jason Pendant,LB,1997-02-09,66,24,1,6
9369,Morten Due Hjulmand,"CM, CDM",1999-06-25,68,22,1,6
9370,Mirkan Aydın,ST,1987-07-08,66,34,1,6
9371,Fabian Reese,"RW, LW, ST",1997-11-29,67,23,1,6
9372,髙木 俊幸,"LM, CF",1991-05-25,66,30,1,6
9373,岩波 拓也,CB,1994-06-18,68,27,1,6
9374,August Erlingmark,"CDM, CM, CB",1998-04-22,69,23,1,6
9375,Romain Basque,"CDM, CM",1995-06-30,67,26,1,6
9376,Erik Benjamin Nygren,"CAM, ST, RW",2001-07-08,68,20,1,6
9377,Adama Traoré,"LM, RM",1995-06-05,67,26,1,6
9378,Diogo dos Santos Cabral,RWB,1998-10-10,66,22,1,6
9379,Jimmy Ryan,"CDM, CM",1988-09-06,66,32,1,6
9380,Jean Emile Junior Onana Onana,"CDM, CB",2000-01-08,67,21,1,6
9381,Fábio Daniel Ferreira Vieira,"CAM, RM",2000-05-30,68,21,1,6
9382,Josh Morris,"LW, LM",1991-09-30,66,29,1,6
9383,Marvin Stefaniak,"LM, LW",1995-02-03,67,26,1,6
9384,Peet Bijen,CB,1995-01-28,68,26,1,6
9385,Connor Ogilvie,LB,1996-02-14,66,25,1,6
9386,Tim Rieder,"CDM, CB, RB",1993-09-03,69,27,1,6
9387,Aboubakar Keita,"CDM, CM",1997-11-05,67,23,1,6
9388,David Caiado Dias,"LM, CAM",1987-05-02,66,34,1,6
9389,Emil Riis Jakobsen,ST,1998-06-24,68,23,1,6
9390,Mauro Gabriel Ortiz,RW,1994-09-27,68,26,1,6
9391,杨立瑜,"RM, RW, ST",1997-02-13,67,24,1,6
9392,Anthony Sauthier,"RB, RM",1991-02-05,66,30,1,6
9393,Geovanny Enrique Nazareno Simisterra,"LB, LM, LWB",1988-01-17,66,33,1,6
9394,Salvador José Milhazes Agra,"RM, LM",1991-11-11,66,29,1,6
9395,Max Besuschkow,"CDM, CM",1997-05-01,68,24,1,6
9396,Juan Matheus Alano Nascimento,"RM, CAM, ST",1996-09-02,68,24,1,6
9397,Gabriel Eugénio Souza,GK,1997-01-01,66,24,1,6
9398,Rémi Mulumba,"CM, CDM",1992-11-02,67,28,1,6
9399,Ismael Alberto Quílez,"RB, RM",1989-11-16,66,31,1,6
9400,Žarko Udovičić,LM,1987-08-31,66,33,1,6
9401,Lukas Jäger,"CDM, CB, CM",1994-02-12,68,27,1,6
9402,Peter Gál-Andrezly,"RW, LW",1990-05-03,66,31,1,6
9403,Yacine Qasmi,ST,1991-01-03,66,30,1,6
9404,小野 裕二,"CAM, LM, CM",1992-12-22,67,28,1,6
9405,황현수 黄贤秀,CB,1995-07-22,68,26,1,6
9406,Abdullahi Ibrahim Alhassan,"CDM, CM",1996-11-03,67,24,1,6
9407,Stephan Hain,ST,1988-09-27,67,32,1,6
9408,Sebastian Ohlsson,"RB, RWB, RW",1993-05-26,66,28,1,6
9409,Jamal Bajandouh,CDM,1992-08-22,66,29,1,6
9410,Darius Charles,CB,1987-12-10,66,33,1,6
9411,Facundo Nicolás Cambeses,GK,1997-04-09,66,24,1,6
9412,Freddie Sears,"LW, ST, LM",1989-11-27,66,31,1,6
9413,Mitja Lotrič,CAM,1994-09-03,68,26,1,6
9414,Riku Riski,"RW, LW",1989-08-16,66,32,1,6
9415,Mihai Velisar,LB,1998-08-30,66,22,1,6
9416,Jason Davidson,"LB, LM",1991-06-29,66,30,1,6
9417,Elias Andersson,"CM, CAM",1996-01-31,68,25,1,6
9418,Alfons Sampsted,RB,1998-04-06,66,23,1,6
9419,Robert Enrique Hernández Aguado,RM,1993-09-14,66,27,1,6
9420,Tommie Hoban,CB,1994-01-24,68,27,1,6
9421,Jordan Storey,CB,1997-09-02,68,23,1,6
9422,Joona Toivio,CB,1988-03-10,66,33,1,6
9423,Paweł Stolarski,RB,1996-01-28,67,25,1,6
9424,Morten Wetche Frendrup,"CDM, CM",2001-04-07,67,20,1,6
9425,James Garner,"CDM, CM",2001-03-13,67,20,1,6
9426,Keziah Veendorp,CB,1997-02-17,68,24,1,6
9427,Jake Hesketh,CAM,1996-03-27,68,25,1,6
9428,妍捷安,CB,1994-08-28,68,26,1,6
9429,Francisco Javier Montero Rubio,CB,1999-01-14,68,22,1,6
9430,Enriko Papa,"CDM, CM",1993-03-12,66,28,1,6
9431,Michael Matias Fracaro,GK,1995-04-08,66,26,1,6
9432,Danny Mayor,CM,1990-10-18,68,30,1,6
9433,Nikolas Langberg Dyhr,LB,2001-06-18,66,20,1,6
9434,Sam McQueen,LB,1995-02-06,66,26,1,6
9435,Jeickson Gustavo Reyes Aparcana,"LB, LM",1987-10-09,66,33,1,6
9436,Kolja Pusch,"CAM, LM, CM",1993-02-12,67,28,1,6
9437,Sebastian Hertner,"LB, LM",1991-05-02,66,30,1,6
9438,Manfred Fischer,"CAM, CM, LM",1995-08-06,68,26,1,6
9439,Pierre Bardy,CB,1992-08-27,67,28,1,6
9440,George Honeyman,"CAM, CM",1994-09-08,69,26,1,6
9441,Malcolm Cacutalua,CB,1994-11-15,68,26,1,6
9442,Alex Cairns,GK,1993-01-04,66,28,1,6
9443,Jefté Betancor Sánchez,ST,1993-07-06,67,28,1,6
9444,Joost van Aken,CB,1994-05-13,68,27,1,6
9445,김용환 金永焕,RB,1993-05-25,66,28,1,6
9446,Andreas Eines Hopmark,"CDM, CM",1991-07-06,66,30,1,6
9447,Boris Sekulić,RB,1991-10-21,66,29,1,6
9448,Ricardo Rodríguez Gil Carcedo,"CAM, CM",1997-09-25,68,23,1,6
